Term or Phrase,Date,Time,User,User Affiliation,Media Platform,Link to Post,Post Text,Screenshot,Image,Linked Media,Likes,Comments,Shares,Antisemitic (Y/N),Hateful,Violent,Offensive,Negative,Homophobic,Transphobic,Racist,Misogynistic,Xenophobic,Trope Classification,Primary Coder,Coder 2,Coder 3,Notes
Soros,01/06/23,,Anonymous,,Telegram,https://t.me/SpecialQForces/64378,"Update That the former head of FTX, who resigned in disgrace, was the second largest donor to the Democrats in the 2022 midterm elections after Soros, is one thing... But only a look at his investments - top compiled here - shows that just the insolvency of FTX might have a much more blatant extent than the Lehman Brother's bankruptcy... All the companies Bankman-Fried's fingers were in.... At first sight unknown and inconspicuous, he might have been far up, in the pyramid. And deep down in the swamp. How they financed the midterms through money laundering‚Ä¶ Will be funny if there is no money for Ukraine next week üòÜ The money washer went bust! His bankruptcy is therefore a catastrophic blow for the DS... Whose extent is still unimaginable... And it still feels like ""just"" a foreshock.... Before the ""Big One"" that will finally drain the swamp.... Will definitely have a reason why Bankman-Fried rushed off to Argentina yesterday - as quite a few did after losing WWII.... üî•üî•üî• Sources #g_oh_dee #rockynews #memeswqrld #DMPatriot17 #bullionbitcoinbs #davidavocadowolfe @EXPOSEthePEDOSendOfTheCABAL",Soros_36,,,,,,Y,0.344,0.259,0.476,0.966,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,Names all Jewish people
Soros,01/07/23,,Anonymous,,Gab,https://gab.com/Woodys360View/posts/109650020183257519,#COVID #plandemic #TheGreatReset #NewWorldOrder #GeorgeSoros #Soros #WEF #WorldEconomicForum #WoodysMemes,Soros_37,https://media.gab.com/system/media_attachments/files/124/478/903/original/e4bfb27eb25df415.jpg,,,,,Y,0.203,0.176,0.472,0.906,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,01/09/23,,Anonymous,,Disqus,https://www.mediaite.com/news/democratic-congressman-calls-on-biden-admin-to-extradite-bolsonaro-back-to-brazil-u-s-should-not-be-a-refuge-for-this-authoritarian/#comment-6085396667,"Obammy was not only destroying this country, he and Soros were doing the same in South America
 ‚ÄúThe Obama administration, the Deep State, Soros operations and UN bureaucrats worked together to attack conservative governance in Central America in support of hardcore leftist policies. The ripple effect is damaging the United States by destabilizing the region and encouraging mass migrations that are overwhelming our borders.‚Äù
 The Obama administration reportedly ‚Äúembraced Castro-supported allies throughout Latin America, including in Guatemala,‚Äù and is believed to have led to the growth of transnational criminal activity. During the Obama administration, In 2016, Admiral Kurt W. Tidd, commander of SOUTHCOM, spoke of transnational drug, weapons and human smuggling, to include people with known terrorist ties from the Middle East, that are moved up through south and then Central America and over the U.S. border.
 Yes Virginia, there is a ""Deep"" State Department!",Soros_38,,,,,,Y,0.265,0.084,0.469,0.833,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,01/09/23,,Anonymous,,Telegram,https://t.me/No_BS_NewS/84452,"Why did Vigan√≤ call out George Soros, Klaus Schwab, and Bill Gates? Dr. Taylor Marshall https://youtu.be/fkBPJOwvgUs",Soros_39,,https://youtu.be/fkBPJOwvgUs,,,,N,0.214,0.072,0.454,0.887,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/13/23,,Anonymous,,Telegram,https://t.me/STFNREPORT/20781,BREAKING NEWS: SOROS GETTING CUT OF EVERY $$$ SENT TO ZELENSKY....,Soros_40,,,,,,Y,0.291,0.111,0.488,0.937,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/15/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1461409228915740686,"Musk allowed back doors to FBI on Twitter. That information was released in the last Twitter files batch. I closed my account after Elon announced that he will make private tweets, account status and followers count visible to all no later than next month, pretexting transparancy that he dont have, allowing wokes to take over the social media again. That way, Musk is getting rid of anyone going against WEF, Schwab and Soros, his masters. He knows, He knows.He's done.",Soros_41,,,,,,N,0.246,0.453,0.456,0.96,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/16/23,,Anonymous,,Truth Social,https://truthsocial.com/@RevolutionNews/109699652158913025,SOROS ADMITS HELPING THE NAZIS WERE HIS HAPPIEST DAYSICE Should Deport George Soros as a Nazi Collaborator - https://www.jewishpress.com/indepth/columns/daniel-greenfield/ice-should-deport-george-soros-as-a-nazi-collaborator/2020/03/02/https://www.youtube.com/watch?v=lmyparGD5-E,Soros_42,,https://www.jewishpress.com/indepth/columns/daniel-greenfield/ice-should-deport-george-soros-as-a-nazi-collaborator/2020/03/02/https://www.youtube.com/watch?v=lmyparGD5-E,,,,N,0.336,0.868,0.488,0.916,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/16/23,,Anonymous,,Disqus,https://redstate.com/nick-arama/2023/01/16/michael-shellenberger-drops-a-chilling-thread-about-the-wef-that-gives-elon-musk-the-willies-n689398#comment-6091766936,"Weird, Schwab and Soros both have apparently pulled out of the WEF meeting. https://nationalfile.com/klaus-schwab-george-soros-suddenly-pull-out-of-wef-summit-at-davos/",Soros_43,,https://nationalfile.com/klaus-schwab-george-soros-suddenly-pull-out-of-wef-summit-at-davos/,,,,N,0.365,0.144,0.431,0.958,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/16/23,,Anonymous,,Telegram,https://t.me/EQChamber/27624,George Soros Pulls Out of World Economic Forum Due to ‚ÄúUnavoidable Scheduling Problem‚Äù https://www.thegatewaypundit.com/2023/01/george-soros-pulls-world-economic-forum-due-unavoidable-scheduling-problem/,Soros_44,,https://www.thegatewaypundit.com/2023/01/george-soros-pulls-world-economic-forum-due-unavoidable-scheduling-problem/,,,,N,0.328,0.154,0.481,0.969,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/16/23,,Anonymous,,Telegram,https://t.me/AGENT_A1/83419,"https://t.me/Whiplash347/671 https://t.me/Whiplash347/7929 https://t.me/Whiplash347/7932 https://t.me/Whiplash347/69711 https://t.me/Whiplash347/80631 https://t.me/Whiplash347/84447 https://t.me/Whiplash347/85235 https://t.me/Whiplash347/90889 https://t.me/Whiplash347/92053 https://t.me/Whiplash347/93518 https://t.me/Whiplash347/94758 https://t.me/Whiplash347/96215 https://t.me/Whiplash347/102197 https://t.me/Whiplash347/105577 https://t.me/Whiplash347/108785 Soros & Schwab have pulled out of the WEF opening. 1.7üòÅ Mossad removal. securityaffairs.com/140838/data-breach/cellebrite-software-leaked-online.html israelpalestinenews.org/rothschild-reveals-crucial-role-ancestors-played-balfour-declaration-creation-israel/?fbclid=IwAR2myGeuoxawUsbtK0nvJ1OX6dDsRmNRBnC11RgNLbQBjdEqYk5t5BDXK6I Shihabi‚Äôs plan calls for the merger of Jordan, Gaza and part of Judea and Samaria (West Bank) into one territorial entity to be called ‚ÄúThe Hashemite Kingdom of Palestine‚Äù¬†¬†¬† www.israelnationalnews.com/news/365397 King of Jordan is Hashemite Family. They lost a war for Saudi to House of Saud.¬† They going to go against Israel. Body Of Lies movie just been on involving Jordan. www.middleeastmonitor.com/20221229-jordan-king-if-israel-wants-a-conflict-were-quite-prepared/ www.israelhayom.com/2022/12/29/jordans-abdullah-warns-israel-against-crossing-jerusalem-red-lines/ ISRAEL IS LAST. NETANYAHU [9] just come back in. [911] Intel Slava talk on 7 Kingdoms, Turkey - Turan, Soviet Union, USMCA - North American Union, Latin America WW3 Finale Event. PRECIPICE. The BIGGEST CRASH in the HISTORY of PLANET EARTH = ZERO DAY Statement by Intel Slava is the Biggest Statement - TIMBER. https://t.me/intelslava/43425 Head of Cosa Nostra arrested in Italy. https://t.me/disclosetv/10307 USA Corp owned by Vatican & England. No more www.africanews.com/2023/01/16/south-africas-president-cyril-ramaphosa-cancels-davos-trip/ Holding Joint Russia Military Drills ewn.co.za/2023/01/16/ramaphosa-to-hold-emergency-meetings-this-week-amid-worsening-power-crisis",Soros_45,,,,,,N,0.336,0.269,0.429,0.956,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/17/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1461938434024148995,"George Soros is not attending World Economic Forum due to a """"scheduling conflict""""https://thepostmillennial.com/george-soros-not-attending-world-economic-forum-due-to-scheduling-conflict?utm_campaign=64466",Soros_46,,https://thepostmillennial.com/george-soros-not-attending-world-economic-forum-due-to-scheduling-conflict?utm_campaign=64466,,,,N,0.185,0.147,0.46,0.985,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/17/23,,Anonymous,,Minds,https://www.minds.com/newsfeed/1461941415176048652,"#ISRAEL 2.0 IN #UKRAAINE BY 2029 OPENLY CAMPAINED BY UKRAINIAN BILLIONAIRE POLITICIAN SINCE 2014. FUNDED BY #SOROS this is just a teaser, here's the full post: https://silview.media/2023/01/17/israel-2-0-in-ukraine-by-2029-openly-campained-by-ukrainian-billionaire-politician-since-2014-funded-by-soros/ there‚Äôs a pretty epic plot-twist at the end of this, but you really need to build up for full effect ;)",Soros_47,,https://silview.media/2023/01/17/israel-2-0-in-ukraine-by-2029-openly-campained-by-ukrainian-billionaire-politician-since-2014-funded-by-soros/,,,,Y,0.252,0.242,0.502,0.908,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/18/23,,Anonymous,,Truth Social,https://truthsocial.com/@Ryuken1983/109707526200145055,"https://youtube.com/watch?v=SyDoVtV8B34&feature=share GEORGE SOROS BEHIND THE CURTAIN The HIDDEN Story of Open Society Foundation: $18 BILLION To Control Media, Prosecutors, Politicians",Soros_48,,tps://youtube.com/watch?v=SyDoVtV8B34&feature=share,,,,Y,0.248,0.122,0.479,0.856,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/18/23,,Anonymous,,Rumble,https://rumble.com/v264jao-the-biden-soros-ukraine-connection-ep.-1931-the-dan-bongino-show.html,"I have not seen the latest episode of the show yet. But I can see it and I don‚Äôt see why nobody else can see it, there‚Äôs an estimated $11 trillion worth of cobalt underneath the Ukraine country. It Hass to be a pain to make all of the lithium ion batteries to run all the electric cars and power equipment that Biden and his ilk are forcing upon us. If they force us into electric vehicles and power equipment and bait are profiting from said cobalt they will be so rich they‚Äôll never be stopped. They‚Äôll all be a bunch of little George Soros is in Washington",Soros_49,,,,,,N,0.35,0.456,0.503,0.841,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/19/23,,Anonymous,,Rumble,https://rumble.com/v26bg18-the-rights-identity-politics-exploiting-anti-semitism-to-defame-opponents-s.html,"Totally not sure where you get that it is the ‚Äúright‚Äù doing this. It is BOTH parties. Can‚Äôt criticize George Soros cause they claim it‚Äôs antisemitism. Who on the right doesn‚Äôt criticize Soros? He is a progressive liberal. Try again, because you got this wrong.",Soros_50,,,,,,N,0.213,0.103,0.492,0.891,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/19/23,,Anonymous,,Gab,https://gab.com/Woodys360View/posts/109716192619396615,Nobody elected you. You weren't given authority to reshape society. We reject you and your agenda. #GeorgeSoros #Soros #NewWorldOrder #TheGreatReset #Davos #WEF #WorldEconomicForum #WoodysMemes,Soros_51,https://media.gab.com/system/media_attachments/files/125/364/250/original/7c7e777b274291b8.jpg,,,,,Y,0.23,0.199,0.487,0.963,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/24/23,,Anonymous,,Telegram,https://t.me/freedomforcebattalion/34585,"A new report from the Media Research Center has exposed connections between billionaire liberal financier George Soros and 54 prominent media figures. As documented by its authors Joseph Vazquez and Dan Schneider, these include reporters, anchors, columnists, editors, news executives, and journalists. https://nypost.com/2023/01/23/how-george-soros-co-opts-the-media-and-keeps-criticism-down/",Soros_52,,https://nypost.com/2023/01/23/how-george-soros-co-opts-the-media-and-keeps-criticism-down/,,,,N,0.267,0.093,0.515,0.365,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/24/23,,Anonymous,,Truth Social,https://truthsocial.com/@El_Jefe87/109745358767093767,"Speaking of Soros, I just happened to have the chance to vote for a Rothschild on the last midterm election‚Ä¶.I voted no.",Soros_53,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/109/745/358/747/181/826/original/348151e8bc913fa0.jpg,,,,,Y,0.159,0.08,0.508,0.86,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/24/23,,Anonymous,,Rumble,https://rumble.com/v26uw72-don-jrs-inauguration.html,"And when We Call out the Big Lie They Claim what we say is a Big Lie, The Vicious cycle of trying to Deceive an entire Nation with bought Soros/Schwab MSM told what to say propaganda Machines ARE NOT NEWS outlets. The War with Words unfortunately many people are not Smart enough to realize they are being lied to as the hold tightly in belief that their favorite Mouthpiece non journalist Highly paid POS would have the balls to actually accept money to Betray their own Country for the Love of Money.",Soros_54,,,,,,Y,0.226,0.223,0.468,0.982,0,0,0,0,0,"1,2,3",coder 2,coder 1,coder 3 ,
Soros,1/25/23,,Anonymous,,Rumble,https://rumble.com/v2727pq-the-panic-is-building-inside-the-oval-office-ep.-1936-the-dan-bongino-show.html,So how can George Soros be stopped? üò†,Soros_55,,,,,,N,0.21,0.18,0.462,0.951,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/26/23,,Anonymous,,Truth Social,https://truthsocial.com/@clifhigh/109753001659266516,Antifa Street soldiers? Do they know that Antifa is funded by George Soros & Klaus Schwab? The two top fascists on planet.,Soros_56,,,78,,26,Y,0.319,0.04,0.558,0.956,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/27/23,,Anonymous,,Telegram,https://t.me/Patri0tsareinContr0l/4120,"These paragraphs from the NYT's hit piece on Durham are the most significant info in it. Practically the ONLY significant info. If just these paragraphs had been published, an apt headline and intro might have been: BREAKING: Durham Special Counsel has put at least one executive from the George Soros Open Society Foundation in front of a grand jury. The exec was questioned about emails regarding the Clinton Email Server and Loretta Lynch's handling of the scandal. https://archive.is/dbcDq",Soros_57,,https://archive.is/dbcDq,,,,N,0.212,0.139,0.477,0.969,0,0,0,0,0,,coder 2,coder 1,coder 3 ,"4,500 views"
Soros,1/28/23,,Anonymous,,Truth Social,https://truthsocial.com/@pamelageller/109763565853210613,"Top George Soros Director has Frequent Biden White House Access, Records ShowVillainous.https://gellerreport.com/2023/01/top-george-soros-director-has-frequent-biden-white-house-access-records-show.html/",Soros_58,,https://gellerreport.com/2023/01/top-george-soros-director-has-frequent-biden-white-house-access-records-show.html/,21,,11,N,0.226,0.186,0.46,0.452,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Soros,1/29/23,,Anonymous,,Truth Social,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/109/769/102/374/339/952/original/95af3b94f0092d4e.jpg,"ùêèùê®ùê©ùêÆùê•ùêöùê≠ùê¢ùê®ùêß ùêÇùê®ùêßùê≠ùê´ùê®ùê• ùêõùêûùêüùê®ùê´ùêû ùêÇùêéùêïùêàùêÉ-19? The Rise of America‚Äôs Suicide Lobby.George Soros and other funders use money, media, laws, and language to encourage fewer humans.ùêëùêûùê¨ùêûùêöùê´ùêúùê°: Hemlock Society and Soros Mother for more. https://chroniclesmagazine.org/web/george-soros-and-the-cult-of-death/8 ùê©ùêöùê†ùêûùê¨:https://capitalresearch.org/app/uploads/FW0316.pdf",Soros_59,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/109/769/102/376/378/098/original/a6de3d54414e3513.jpg,https://chroniclesmagazine.org/web/george-soros-and-the-cult-of-death/8; https://capitalresearch.org/app/uploads/FW0316.pdf,,,,Y,0.323,0.111,0.445,0.932,0,0,0,0,0,1,coder 2,coder 1,coder 3 ,
Soros,1/29/23,,Anonymous,,Telegram,https://t.me/realUniversalNEWS/39747,https://www.zerohedge.com/geopolitical/george-soros-urged-use-eastern-european-soldiers-reduce-risk-body-bags-nato-countries https://t.me/realUniversalNEWS,Soros_60,,https://www.zerohedge.com/geopolitical/george-soros-urged-use-eastern-european-soldiers-reduce-risk-body-bags-nato-countries https://t.me/realUniversalNEWS,,,,N,0.313,0.144,0.47,0.926,0,0,0,0,0,,coder 2,coder 1,coder 3 ,"2,900 views"
Soros,1/30/23,,Anonymous,,Gab,https://gab.com/COVID1984_NEWS/posts/109778362514785226,How George Soros funds ‚Äòfact checkers‚Äô to silence dissent#georgesoros #factcheckers #misinformation #arrestsoroshttps://nypost.com/2023/01/25/how-george-soros-funds-fact-checkers-to-silence-dissent/,Soros_61,,https://nypost.com/2023/01/25/how-george-soros-funds-fact-checkers-to-silence-dissent/,,,,N,0.263,0.344,0.471,0.961,0,0,0,0,0,,coder 2,coder 1,coder 3 ,
Zionist/Zio,1/13/2023,,Anonymous,,Truth Social,https://truthsocial.com/@45johnM/109678345628142965,Get rid of the bolshevik Zionist totalitarian communists running all the institutions all the media all the head corporations Lockheed Martin Chuckie Schumer shifty ships already gone weâ€™re getting somewhere Dianne Feinstein oh yeah sure she has a face charges Nancy Pelosi is still actively committing crimes and Joe hit the jackpotï¿¼,Zio_01,,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/109/678/345/591/896/601/original/59cf5d8debd13809.jpg,0,0,0,Y,0.374,0.929,0.54,0.951,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,bolshevik Zionist totalitarian communists
Zionist/Zio,1/15/2023,,Anonymous,,Truth Social,https://truthsocial.com/@45johnM/posts/109693883269316930,@jsolomonreports JOHN you donâ€™t deserve any awards nobody does Barbara Walters youâ€™re all full of crap Sam Donaldson the same thing your all news media control by Zoe Ozog Ashkenazi Zionist Jews run all media companies and they hate Jesus they hate Christians and theyâ€™re going to destroy America if you do not place them under arrest George Soros Vaughn Klaus Schwab Chuck Schumer Dianne Feinstein Dick Blumenthal and Barry Sorrento launched in Jade Helm and are destroying America right now with Jo,Zio_02,,https://static-assets-1.truthsocial.com/tmtg:prime-ts-assets/media_attachments/files/109/693/883/224/820/774/original/6034e9781b1b4980.jpg,1,2,0,Y,0.236,0.496,0.482,0.981,0,0,0,0,0,"1,2",coder 1,coder 2,coder 3 ,
Zionist/Zio,12/26/2022,,Anonymous,,Telegram,https://t.me/GitmoTV/22011,RABBI FINKELSTEIN - WE EAT THE CHILDREN OF OUR ENEMIES - WHICH IS THE WHITE RACE - NAZIS = ZIONISTS = PUR EVIL KHAZARIAN SATANISTS ðŸ”¥ KHAZARIAN HQ IS UKRAINE ðŸ”¥ ðŸ”¥ðŸ”¥ ZIONIST HQ IS ISRAEL ðŸ”¥ðŸ”¥ HARVEST ADRENOCHROME AND THE LEFTOVERS WE GIVE THE PEOPLE TO EAT VIA McDonalds & Co DEATH TO ALL PEDO AND SATANIST BASTSRDS YOU ARE ALL ON THE KILL LIST FOR >> HIGH CRIMES >> TREASON -------------->>> EXECUTION NO MERCY NO DEALS ADIOS @GitmoTV https://t.me/EXPOSEthePEDOSendOfTheCABAL/27972,Zio_03,,,584,0,NA,Y,0.202,0.952,0.434,0.965,0,0,0,0,0,"1,5,8",coder 1,coder 2,coder 3 ,"Post consists Video with 62.4k views and around 500+ reactions Post Implies ""Jews are responsible for eating children of their enemies"""
Zionist/Zio,12/26/2022,,Anonymous,,Telegram,https://t.me/SpecialQForces/62278,RABBI FINKELSTEIN - WE EAT THE CHILDREN OF OUR ENEMIES - WHICH IS THE WHITE RACE - NAZIS = ZIONISTS = PUR EVIL KHAZARIAN SATANISTS ðŸ”¥ KHAZARIAN HQ IS UKRAINE ðŸ”¥ ðŸ”¥ðŸ”¥ ZIONIST HQ IS ISRAEL ðŸ”¥ðŸ”¥ HARVEST ADRENOCHROME AND THE LEFTOVERS WE GIVE THE PEOPLE TO EAT VIA McDonalds & Co DEATH TO ALL PEDO AND SATANIST BASTSRDS YOU ARE ALL ON THE KILL LIST FOR >> HIGH CRIMES >> TREASON -------------->>> EXECUTION NO MERCY NO DEALS ADIOS @GitmoTV https://t.me/EXPOSEthePEDOSendOfTheCABAL/27972,Zio_04,,,150,0,NA,Y,0.202,0.952,0.434,0.965,0,0,0,0,0,"1,5,8",coder 1,coder 2,coder 3 ,Forwaded post with 5k plus views
Zionist/Zio,12/26/2022,,Anonymous,,Telegram,https://t.me/DUMBSandUnderground/46882,RABBI FINKELSTEIN - WE EAT THE CHILDREN OF OUR ENEMIES - WHICH IS THE WHITE RACE - NAZIS = ZIONISTS = PUR EVIL KHAZARIAN SATANISTS ðŸ”¥ KHAZARIAN HQ IS UKRAINE ðŸ”¥ ðŸ”¥ðŸ”¥ ZIONIST HQ IS ISRAEL ðŸ”¥ðŸ”¥ HARVEST ADRENOCHROME AND THE LEFTOVERS WE GIVE THE PEOPLE TO EAT VIA McDonalds & Co DEATH TO ALL PEDO AND SATANIST BASTSRDS YOU ARE ALL ON THE KILL LIST FOR >> HIGH CRIMES >> TREASON -------------->>> EXECUTION NO MERCY NO DEALS ADIOS @GitmoTV https://t.me/EXPOSEthePEDOSendOfTheCABAL/27972,Zio_05,,,254,6,NA,Y,0.202,0.952,0.434,0.965,0,0,0,0,0,"1,5,8",coder 1,coder 2,coder 3 ,Forwaded post with 12k plus views
Zionist/Zio,01/05/23,,Anonymous,,Telegram,https://t.me/White_Hats_Q/456,"ðŸ’¥BQQQQQQQMðŸ’¥ ALL ZIONISTS ARE GETTING EXECUTED ZIONISTS HAVE BEEN SATANS PEDOPHILE BITCHES AND BASIS OF THE NAZI PARTY, established by Bank of England by ROTHSCHILD - ended 2019 ZIONISTS WANT TO VAX YOU DO NOT BE LIKE A ZIONIST ILLUMINATI - FREEMASONS BILDERBERGER FASCISTS = SOCIALISTS = ANTIFA = COMMUNIST = NAZIS = ZIONISTS = KHAZARS = PEDOPHILES = PEDOWOOD | HOLLYWOOD= SATANS REPTO ADRENOCHROME JUNKIES ðŸ¸ðŸ‡ºðŸ‡¸ SHARE Joinâž£ @White_Hats_Q",Zio_06,,,0,0,NA,Y,0.221,0.879,0.459,0.943,0,0,0,0,0,"1, 8",coder 1,coder 2,coder 3 ,"Rothschild, 12.5k Views"
Zionist/Zio,1/17/2023,,Anonymous,,Rumble,https://rumble.com/v260552-hate-speech-texas-lawmaker-drops-bill-to-make-it-a-federal-crime-for-whites.html,gee they are getting zionist status.... next thing you know black families can kick us out of our homes and stuff us in an open air gulag,Zio_07,,,0,0,NA,Y,0.478,0.928,0.5,0.948,0,0,1,0,0,7,coder 1,coder 2,coder 3 ,
Zionist/Zio,12/07/22,,Anonymous,,Rumble,https://rumble.com/v1z6s4a--live-daily-show-louder-with-crowder.html,"ZIONIST JEW HERE WHO LIVES IN THE WEST BANK... just wanted to say heyyyyy Yeeeeee!!!!!!!!!!!!!!!!!!!!!!!! I really wish i could give back all the money i took from you and all the control i have over your bank accounts and all the control i have over the media... its so hard to relinquish all this control.... i am just doing this so the world has a reason to hate me and will continue to want the death of my nation, its obvious right???????? yalla, i have to go take a nap i am tired from counting all my gold bars and enslaving the PALESTINIANS....",Zio_08,,,5,1,NA,Y,0.292,0.923,0.432,0.98,0,0,1,0,1,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,1/17/2023,,Anonymous,,Rumble,https://rumble.com/v25v2um-wef-globalists-gather-in-davos-with-stunning-new-plans-to-control-us-redact.html,"Remove the Zionist/Bolshevik loyalists (i.e., traitors to their own people) from their positions and, indeed, the nukes will fly and remove the planet of its greatest filth!!",Zio_09,,,,,,Y,0.566,0.903,0.498,0.861,0,0,0,0,0,2,coder 1,coder 2,coder 3 ,Bolshevik Zionist loyalist
Zionist/Zio,12/15/2022,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16ZXVOw4Ep/slightly-offensive-now-this!!!!!/c/4TohaKgJ9T3,The Blaze is Breitbart lite - nothing but a Zionist rag...,Zio_10,,,5,0,NA,Y,0.294,0.958,0.505,0.961,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,1/20/2023,,Anonymous,,Patriots,https://communities.win/c/TheDonald/p/16Zr0wYCiF/daily-wire-is-just-a-more-disguised-lincoln-project/c/4TpzVrBPoOK,Breitbart is a Zionist rag - same as DW,Zio_11,,,3,1,NA,Y,0.31,0.947,0.491,0.958,0,0,0,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,1/31/2023,,Anonymous,,Odysee,https://odysee.com/@SouthFront:4/russians-on-their-way-to-besiege-another-ukrainian-stronghold:f,I THINK IT IS STRANGE THAT A SMALL TEAM CAN NOT EXPUNGE THAT LITTLE SODOMITE ZIONIST...Zelensky,Zio_12,,,0,0,NA,Y,0.245,0.93,0.456,0.909,1,0,0,0,0,1,coder 1,coder 2,coder 3 ,Zionist Zelensky
Zionist/Zio,1/27/2023,,Anonymous,,Odysee,https://odysee.com/@alexchristoforou:7/ukraine-will-define-winning.-regime:8,the US and the so-call west need to exile all zionist jews out of government positsions and expunge all of their lobby cartels. send them to israel. sanction them. disarm them. watch the world calm down.,Zio_13,,,1,0,NA,Y,0.447,0.92,0.506,0.935,0,0,0,0,0,"1,7",coder 1,coder 2,coder 3 ,
Zionist/Zio,12/27/2022,,Anonymous,,Minds,https://www.minds.com/newsfeed/1454459793786802183,"These fearsome warriors, never defeated, willing to fight to their deaths, etc., etc.They all need to get slaughtered, erased, etc. Spare no one, including their women, and children.https://youtube.com/watch?v=BbLg4Pji5xQ&si=EnSIkaIECMiOmarEAfterwards, there are also the Zionist Decepticon/s, Zionist ""partner/s"", the hidden secret agent intelligence fearsome warriors. These too all need to get slaughtered, including their women, and children. Spare no one.",Zio_14,,https://i.ytimg.com/vi/BbLg4Pji5xQ/hqdefault.jpg,0,0,NA,Y,0.3,0.929,0.476,0.941,0,0,0,0,0,"1,7",coder 1,coder 2,coder 3 ,Zionist Decepticon
Zionist/Zio,12/04/22,,Anonymous,,Minds,https://www.minds.com/newsfeed/1446132119133753364,"Further, all slaughtering of the African identity Black Rocks, African identity Black Stones, the Latin Brown Stone Zionist partner/s, and Latin Brown Rock Zionist partner/s. Essentially, all these blood type 0 stones, and rocks, etc.Can be said that it is under my personal orders. My name can be provided to them, if needed.Slaughter all, spare no one, including those the interfere on the behalf of Zionists, or these African identity rocks, and stones, and Zionist partner/s. Even if their name is Captain America. Spare no one.",Zio_15,,,0,0,NA,Y,0.294,0.919,0.419,0.969,0,0,1,0,0,1,coder 1,coder 2,coder 3 ,
Zionist/Zio,1/25/2023,,Anonymous,,Minds,https://www.minds.com/newsfeed/1465054020719611915,"*411 - WW3 MARX'S COMMUNIST JEWISH NAZIWW3 = *FOR THERE IS NO EXCLUSION OF THE METHOD USED FOR YOUR COMPLETE MUTUAL ANNIHILATION .I.E.. EVEN TO INCLUDE YOUR SO-CALLED NUKESALL IS APPROVED THAT YOU USA/ZIONIST JEWS CABAL VERSES ALL OTHERS NOT YOU, IS FOR YOU TO COMPLETELY ANNIHILATE ONE ANOTHER, WITH NO EXCLUSIONS. THE SOONER THAT ALL OTHERS CONCERNED MAY FINALLY N ONCE AGAIN BE RID OF ALL AS YOU N THEN AUTHENTIC PEACE MAY SPREAD & THRIVE DUE TO YOUR MUTUAL ABSCENSE OF ALL THOSE LIKE YOU, THE BETTER ALL SHALL BE, BY THE SOONER YOU COMPLETE THAT, ADDITIONALLY N AS NEEDED, THE SOONER A NEWER REPLACEMENT OF THOSE AS YOU CAN BEGIN & THRIVE.",Zio_16,,,0,0,NA,Y,0.181,0.918,0.439,0.091,0,0,0,0,1,1,coder 1,coder 2,coder 3 ," ""Zionist Jews Cabal"""
